city,timestamp,PM25,PM10,SO2,NO2,CO,O3,temperature,humidity,wind_speed,AQI
beijing,2025-08-30 00:00:00,51.1,57.2,60.9,61.3,2.279,14.0,21.5,94,1.1944444444444444,77
beijing,2025-08-30 01:00:00,55.9,61.7,59.5,60.4,2.132,31.0,22.0,96,0.16666666666666666,76
beijing,2025-08-30 02:00:00,50.5,55.6,57.3,58.9,1.997,55.0,23.0,93,0.8611111111111112,74
beijing,2025-08-30 03:00:00,46.3,51.3,54.1,56.0,1.797,77.0,25.2,84,1.2777777777777777,70
beijing,2025-08-30 04:00:00,43.5,49.8,48.9,49.8,1.436,96.0,26.7,78,1.3611111111111112,62
beijing,2025-08-30 05:00:00,41.9,50.2,42.7,42.3,1.01,114.0,27.9,71,1.972222222222222,59
beijing,2025-08-30 06:00:00,39.5,50.1,38.0,38.7,0.74,123.0,28.8,62,1.9444444444444444,56
beijing,2025-08-30 07:00:00,38.1,50.1,35.5,40.1,0.747,122.0,28.7,61,1.9444444444444444,54
beijing,2025-08-30 08:00:00,38.9,51.3,34.6,45.4,0.909,114.0,28.0,64,2.5833333333333335,57
beijing,2025-08-30 09:00:00,40.4,52.6,35.8,56.5,1.076,97.0,27.3,70,2.4166666666666665,71
beijing,2025-08-30 10:00:00,54.2,64.3,40.3,79.1,1.222,66.0,26.7,74,1.75,99
beijing,2025-08-30 11:00:00,76.8,85.9,46.8,107.5,1.371,28.0,26.0,78,1.6388888888888888,114
beijing,2025-08-30 12:00:00,88.7,96.2,52.8,120.6,1.452,0.0,25.4,81,1.75,120
beijing,2025-08-30 13:00:00,93.6,100.8,56.6,117.6,1.409,0.0,25.1,80,1.8888888888888888,123
beijing,2025-08-30 14:00:00,100.6,107.6,61.6,113.3,1.297,0.0,24.5,82,1.8611111111111112,132
beijing,2025-08-30 15:00:00,104.3,110.8,64.7,109.0,1.203,0.0,24.0,84,1.5,137
beijing,2025-08-30 16:00:00,101.3,107.3,64.1,105.4,1.142,0.0,23.4,86,0.8611111111111112,133
beijing,2025-08-30 17:00:00,96.2,101.7,61.5,101.9,1.1,0.0,23.0,89,0.41666666666666663,126
beijing,2025-08-30 18:00:00,95.0,99.9,58.3,97.8,1.122,0.0,22.7,89,0.16666666666666666,125
beijing,2025-08-30 19:00:00,96.9,101.5,53.7,92.1,1.257,0.0,22.7,88,1.0555555555555556,127
beijing,2025-08-30 20:00:00,101.0,105.0,48.6,85.8,1.456,0.0,22.1,92,1.75,132
beijing,2025-08-30 21:00:00,103.1,106.9,46.3,81.3,1.615,0.0,21.7,94,0.16666666666666666,135
beijing,2025-08-30 22:00:00,107.8,111.5,48.8,80.0,1.712,0.0,21.4,95,0.19444444444444442,141
beijing,2025-08-30 23:00:00,122.0,124.3,54.2,80.5,1.77,2.0,22.0,95,1.2777777777777777,160
beijing,2025-08-31 00:00:00,108.7,112.9,56.3,51.7,1.755,10.0,23.1,92,0.9166666666666666,142
beijing,2025-08-31 01:00:00,85.0,91.7,60.1,54.2,1.624,32.0,24.5,86,1.0,112
beijing,2025-08-31 02:00:00,76.1,84.1,64.9,57.3,1.421,63.0,25.8,79,0.38888888888888884,101
beijing,2025-08-31 03:00:00,61.2,69.2,65.7,57.7,1.24,91.0,27.0,72,0.6666666666666666,83
beijing,2025-08-31 04:00:00,51.2,59.3,58.7,52.1,1.118,114.0,27.8,67,1.2777777777777777,70
beijing,2025-08-31 05:00:00,45.9,53.9,47.7,43.6,1.019,135.0,28.4,61,1.611111111111111,64
beijing,2025-08-31 06:00:00,43.2,50.9,38.8,38.5,0.932,148.0,29.0,58,2.4166666666666665,60
beijing,2025-08-31 07:00:00,41.0,48.4,33.6,36.5,0.802,152.0,28.9,60,2.5,58
beijing,2025-08-31 08:00:00,39.8,46.7,30.5,37.8,0.684,148.0,28.7,61,2.2777777777777777,56
beijing,2025-08-31 09:00:00,41.9,48.3,30.3,49.2,0.73,132.0,28.4,62,0.75,62
beijing,2025-08-31 10:00:00,64.3,69.4,34.9,80.7,1.105,92.0,25.4,76,1.2777777777777777,100
beijing,2025-08-31 11:00:00,96.2,100.6,42.5,122.1,1.645,40.0,24.3,84,2.111111111111111,126
beijing,2025-08-31 12:00:00,79.4,85.7,40.3,124.6,2.007,12.0,23.8,86,1.027777777777778,122
beijing,2025-08-31 13:00:00,99.4,105.7,43.5,123.5,1.987,8.0,21.9,88,1.0555555555555556,130
beijing,2025-08-31 14:00:00,109.4,115.3,48.0,121.7,1.79,4.0,21.6,90,2.111111111111111,143
beijing,2025-08-31 15:00:00,116.6,122.5,51.1,118.4,1.691,0.0,21.2,94,0.5277777777777778,152
beijing,2025-08-31 16:00:00,122.0,128.5,51.6,112.9,1.854,0.0,21.0,94,0.6388888888888888,160
beijing,2025-08-31 17:00:00,123.4,129.9,50.8,105.9,2.116,0.0,21.4,94,1.0,162
beijing,2025-08-31 18:00:00,118.3,124.8,50.4,99.2,2.261,0.0,21.3,95,0.5277777777777778,155
beijing,2025-08-31 19:00:00,114.1,120.6,50.9,93.0,2.181,0.0,20.3,97,0.1388888888888889,149
beijing,2025-08-31 20:00:00,110.1,116.2,51.9,87.0,1.984,0.0,19.7,99,0.75,144
beijing,2025-08-31 21:00:00,101.7,107.8,53.5,82.7,1.787,0.0,19.7,99,0.9166666666666666,133
beijing,2025-08-31 22:00:00,94.3,100.1,56.2,80.9,1.606,4.0,19.9,99,0.8611111111111112,124
beijing,2025-08-31 23:00:00,91.5,96.6,59.6,80.6,1.424,10.0,20.4,98,1.1666666666666667,121
beijing,2025-09-01 00:00:00,70.3,72.4,46.7,44.6,1.305,18.0,21.0,95,1.0,94
beijing,2025-09-01 01:00:00,63.8,69.6,50.6,52.9,1.305,41.0,22.7,89,0.5,86
beijing,2025-09-01 02:00:00,56.8,65.4,55.9,64.3,1.368,72.0,24.6,82,0.2777777777777778,80
beijing,2025-09-01 03:00:00,52.4,61.7,59.3,71.7,1.386,102.0,26.6,72,0.16666666666666666,90
beijing,2025-09-01 04:00:00,51.2,59.6,58.8,70.5,1.278,128.0,28.2,64,0.3611111111111111,88
beijing,2025-09-01 05:00:00,48.3,56.0,56.4,65.3,1.125,151.0,29.2,60,0.75,82
beijing,2025-09-01 06:00:00,49.4,56.7,54.6,63.7,1.07,165.0,29.7,59,1.1944444444444444,80
beijing,2025-09-01 07:00:00,50.5,57.9,53.6,66.0,1.157,168.0,29.8,61,1.3888888888888888,82
beijing,2025-09-01 08:00:00,52.9,60.1,53.2,71.8,1.341,162.0,29.8,63,1.472222222222222,90
beijing,2025-09-01 09:00:00,58.3,65.0,55.4,87.0,1.628,142.0,29.6,66,1.5277777777777777,104
beijing,2025-09-01 10:00:00,91.3,96.2,62.1,121.6,2.151,99.0,29.0,71,0.9722222222222222,121
beijing,2025-09-01 11:00:00,131.8,136.4,71.4,165.7,2.778,43.0,28.0,76,0.9166666666666666,174
beijing,2025-09-01 12:00:00,157.4,161.1,77.7,195.6,3.119,0.0,27.0,82,0.9166666666666666,207
beijing,2025-09-01 13:00:00,170.0,173.7,81.2,190.1,2.929,0.0,27.0,85,1.3055555555555556,220
beijing,2025-09-01 14:00:00,172.8,177.0,85.7,182.1,2.454,0.0,26.3,88,1.1111111111111112,223
beijing,2025-09-01 15:00:00,173.2,177.9,86.5,172.4,2.043,0.0,25.3,93,0.8055555555555555,223
beijing,2025-09-01 16:00:00,170.4,175.6,80.4,160.6,1.804,0.0,24.8,94,0.6944444444444444,220
beijing,2025-09-01 17:00:00,164.4,169.0,70.6,147.1,1.63,0.0,24.7,94,0.7222222222222222,214
beijing,2025-09-01 18:00:00,152.7,157.9,61.9,134.0,1.546,0.0,24.1,96,0.19444444444444442,203
beijing,2025-09-01 19:00:00,141.6,146.2,55.2,121.4,1.59,0.0,23.7,97,0.16666666666666666,188
beijing,2025-09-01 20:00:00,131.3,136.0,49.7,109.2,1.725,0.0,23.2,98,0.41666666666666663,173
beijing,2025-09-01 21:00:00,125.3,129.9,47.7,99.7,1.864,1.0,23.0,99,0.7777777777777777,165
beijing,2025-09-01 22:00:00,125.7,129.9,50.8,93.0,2.027,3.0,22.6,99,1.0555555555555556,165
beijing,2025-09-01 23:00:00,144.4,148.1,57.4,89.1,2.195,7.0,22.7,99,1.2222222222222223,192
beijing,2025-09-02 00:00:00,117.1,119.2,66.7,71.4,2.219,19.0,23.1,99,1.1666666666666667,153
beijing,2025-09-02 01:00:00,110.1,113.2,79.6,87.0,1.975,29.0,24.6,92,0.8611111111111112,144
beijing,2025-09-02 02:00:00,115.5,118.3,96.8,108.0,1.588,44.0,26.7,83,0.5555555555555556,151
beijing,2025-09-02 03:00:00,98.3,102.4,104.4,119.4,1.283,60.0,28.3,74,1.5277777777777777,129
beijing,2025-09-02 04:00:00,75.9,80.6,93.6,111.7,1.16,77.0,29.2,69,1.9166666666666667,116
beijing,2025-09-02 05:00:00,67.8,72.6,73.3,94.3,1.12,95.0,29.2,69,2.4166666666666665,107
beijing,2025-09-02 06:00:00,60.1,65.0,56.6,81.4,1.083,106.0,29.6,66,2.611111111111111,101
beijing,2025-09-02 07:00:00,54.2,58.9,48.1,76.7,1.001,107.0,29.3,67,2.611111111111111,96
beijing,2025-09-02 08:00:00,50.2,54.2,43.2,76.3,0.923,102.0,29.5,65,2.638888888888889,95
beijing,2025-09-02 09:00:00,53.0,56.2,41.3,82.6,0.919,89.0,29.1,67,2.305555555555556,101
beijing,2025-09-02 10:00:00,60.1,62.6,43.6,101.3,1.071,63.0,28.4,72,1.75,111
beijing,2025-09-02 11:00:00,76.1,78.5,48.9,126.6,1.296,30.0,27.3,77,1.9166666666666667,123
beijing,2025-09-02 12:00:00,92.4,95.7,51.3,134.8,1.419,6.0,26.8,79,1.8333333333333333,127
beijing,2025-09-02 13:00:00,95.5,98.3,52.0,131.1,1.336,5.0,26.7,81,1.6666666666666665,126
beijing,2025-09-02 14:00:00,94.3,96.4,53.0,125.9,1.151,3.0,26.1,83,1.8611111111111112,124
beijing,2025-09-02 15:00:00,94.3,96.2,53.2,120.5,0.996,2.0,25.6,85,1.8611111111111112,124
beijing,2025-09-02 16:00:00,95.7,97.3,52.1,115.3,0.919,2.0,25.2,87,1.6944444444444442,126
beijing,2025-09-02 17:00:00,95.5,97.1,50.2,110.0,0.873,3.0,24.9,88,1.6388888888888888,126
beijing,2025-09-02 18:00:00,94.5,95.9,48.9,105.0,0.841,3.0,24.7,88,1.611111111111111,124
beijing,2025-09-02 19:00:00,93.8,95.0,47.8,100.6,0.797,2.0,24.4,89,1.611111111111111,124
beijing,2025-09-02 20:00:00,92.9,94.1,47.2,96.5,0.769,1.0,24.3,89,1.6944444444444442,122
beijing,2025-09-02 21:00:00,95.0,96.2,49.2,92.5,0.823,2.0,24.1,89,1.5555555555555554,125
beijing,2025-09-02 22:00:00,101.7,102.9,56.4,88.8,1.062,4.0,23.8,90,1.3055555555555556,133
beijing,2025-09-02 23:00:00,113.4,114.6,66.2,85.3,1.383,7.0,23.9,90,0.4722222222222222,148
beijing,2025-09-03 00:00:00,106.2,107.3,75.0,81.1,1.55,18.0,24.6,89,0.1388888888888889,139
beijing,2025-09-03 01:00:00,91.0,92.2,75.7,78.6,1.412,36.0,26.5,81,0.05555555555555556,120
beijing,2025-09-03 02:00:00,80.3,82.0,76.2,74.8,1.119,62.0,27.9,73,0.5833333333333334,107
beijing,2025-09-03 03:00:00,65.7,67.5,73.9,69.1,0.887,88.0,29.1,65,0.8333333333333333,88
beijing,2025-09-03 04:00:00,56.0,58.6,65.7,58.8,0.803,114.0,30.0,61,1.5555555555555554,76
beijing,2025-09-03 05:00:00,52.4,55.5,54.7,46.6,0.78,140.0,30.6,57,2.305555555555556,72
beijing,2025-09-03 06:00:00,52.0,55.4,46.7,40.4,0.77,156.0,30.5,57,1.972222222222222,71
beijing,2025-09-03 07:00:00,52.7,56.5,44.2,41.6,0.732,158.0,30.7,53,2.4722222222222223,72
beijing,2025-09-03 08:00:00,60.8,64.7,44.8,48.8,0.706,150.0,30.4,52,2.5833333333333335,82
beijing,2025-09-03 09:00:00,65.2,69.2,47.6,65.3,0.768,130.0,29.9,56,2.138888888888889,88
beijing,2025-09-03 10:00:00,90.3,93.4,53.7,100.2,0.993,90.0,29.3,61,1.3055555555555556,119
beijing,2025-09-03 11:00:00,117.1,120.6,61.9,144.3,1.304,38.0,28.6,71,0.3055555555555556,153
beijing,2025-09-03 12:00:00,161.6,164.4,68.4,159.5,1.553,1.0,27.8,72,0.11111111111111112,212
beijing,2025-09-03 13:00:00,178.8,181.6,73.7,155.6,1.666,1.0,27.4,75,1.6666666666666665,229
beijing,2025-09-03 14:00:00,184.4,187.2,80.8,149.9,1.716,0.0,26.8,78,1.1666666666666667,234
beijing,2025-09-03 15:00:00,186.7,189.5,84.1,143.0,1.767,0.0,26.1,81,1.0,237
beijing,2025-09-03 16:00:00,179.7,183.0,80.5,134.8,1.87,0.0,25.6,83,0.8055555555555555,230
beijing,2025-09-03 17:00:00,169.0,171.8,73.2,125.5,1.973,1.0,24.9,85,1.4444444444444444,219
beijing,2025-09-03 18:00:00,155.1,157.4,65.9,116.1,1.989,2.0,24.3,88,0.19444444444444442,205
beijing,2025-09-03 19:00:00,141.6,143.0,59.2,106.2,1.842,3.0,24.0,88,0.8333333333333333,188
beijing,2025-09-03 20:00:00,130.4,131.8,52.5,96.1,1.607,5.0,23.4,91,1.3888888888888888,172
beijing,2025-09-03 21:00:00,120.6,121.5,48.5,88.2,1.421,8.0,22.9,91,1.611111111111111,158
beijing,2025-09-03 22:00:00,113.4,114.3,48.4,84.1,1.351,10.0,22.4,92,1.4444444444444444,148
beijing,2025-09-03 23:00:00,110.4,111.3,50.9,82.1,1.331,14.0,22.5,92,1.4166666666666665,144
beijing,2025-09-04 00:00:00,111.1,112.5,55.5,72.4,1.297,22.0,23.6,87,1.25,145
beijing,2025-09-04 01:00:00,96.4,99.4,63.7,74.5,1.221,38.0,25.7,79,0.6944444444444444,127
beijing,2025-09-04 02:00:00,88.2,92.4,74.7,77.4,1.132,60.0,27.0,75,0.6111111111111112,116
beijing,2025-09-04 03:00:00,81.0,85.7,80.6,78.4,1.046,80.0,28.5,70,0.41666666666666663,108
beijing,2025-09-04 04:00:00,71.7,77.1,76.4,75.5,0.968,95.0,29.5,62,1.2222222222222223,96
beijing,2025-09-04 05:00:00,66.8,72.9,67.0,70.9,0.893,108.0,30.2,57,1.8333333333333333,90
beijing,2025-09-04 06:00:00,64.7,71.0,59.2,68.5,0.832,115.0,30.6,55,1.972222222222222,87
beijing,2025-09-04 07:00:00,64.3,70.3,54.9,68.1,0.779,118.0,30.9,52,2.1944444444444446,87
beijing,2025-09-04 08:00:00,64.5,70.3,52.1,70.0,0.74,116.0,30.7,51,2.611111111111111,88
beijing,2025-09-04 09:00:00,66.1,71.5,51.5,79.3,0.737,104.0,30.3,52,2.694444444444444,99
beijing,2025-09-04 10:00:00,78.0,82.4,53.9,103.4,0.798,74.0,29.6,55,2.25,112
beijing,2025-09-04 11:00:00,98.5,102.2,58.5,134.8,0.895,33.0,28.5,62,2.111111111111111,129
beijing,2025-09-04 12:00:00,103.8,107.1,56.7,146.2,0.976,4.0,27.5,67,1.8611111111111112,136
beijing,2025-09-04 13:00:00,115.5,118.7,59.0,142.8,1.028,3.0,27.4,66,1.8055555555555556,151
beijing,2025-09-04 14:00:00,119.2,122.5,62.0,137.8,1.063,3.0,26.7,70,1.6944444444444442,156
beijing,2025-09-04 15:00:00,124.3,127.6,63.6,132.4,1.061,2.0,26.1,74,1.0833333333333333,163
beijing,2025-09-04 16:00:00,133.6,136.9,62.6,126.8,0.997,2.0,25.7,76,1.3611111111111112,177
beijing,2025-09-04 17:00:00,142.0,145.3,60.3,120.8,0.897,1.0,24.9,80,1.8611111111111112,189
beijing,2025-09-04 18:00:00,142.0,145.3,58.0,114.8,0.819,1.0,24.2,83,1.4444444444444444,189
beijing,2025-09-04 19:00:00,137.8,140.6,55.5,108.9,0.769,0.0,23.9,84,1.611111111111111,183
beijing,2025-09-04 20:00:00,130.4,133.2,53.0,103.1,0.74,0.0,23.5,84,1.611111111111111,172
beijing,2025-09-04 21:00:00,126.2,129.0,53.1,97.9,0.771,1.0,23.0,85,1.5555555555555554,166
beijing,2025-09-04 22:00:00,128.5,130.9,58.3,93.3,0.91,4.0,22.7,86,1.5555555555555554,169
beijing,2025-09-04 23:00:00,135.0,137.8,66.1,89.4,1.108,8.0,22.8,86,1.1944444444444444,179
beijing,2025-09-05 00:00:00,118.0,121.1,75.4,90.4,1.256,9.0,23.8,81,1.0,154
beijing,2025-09-05 01:00:00,103.8,107.6,73.0,92.1,1.313,10.0,24.7,77,1.0,136
beijing,2025-09-05 02:00:00,92.0,95.9,69.9,94.5,1.319,12.0,24.9,76,0.888888888888889,121
beijing,2025-09-05 03:00:00,88.7,92.4,68.3,96.6,1.287,13.0,24.8,76,1.1944444444444444,117
beijing,2025-09-05 04:00:00,101.7,104.1,69.6,97.5,1.142,14.0,23.5,90,1.6388888888888888,133
beijing,2025-09-05 05:00:00,101.0,102.7,72.5,98.1,0.958,14.0,23.6,88,1.8888888888888888,132
beijing,2025-09-05 06:00:00,100.4,101.7,75.7,99.8,0.968,13.0,23.9,84,1.3888888888888888,132
beijing,2025-09-05 07:00:00,100.6,102.2,78.5,104.0,1.314,10.0,24.2,82,1.027777777777778,132
beijing,2025-09-05 08:00:00,119.2,120.6,81.6,109.3,1.855,6.0,23.6,92,0.1388888888888889,156
beijing,2025-09-05 09:00:00,136.0,136.9,85.3,113.3,2.394,3.0,23.3,94,0.08333333333333333,180
beijing,2025-09-05 10:00:00,163.4,164.4,91.8,115.7,2.958,1.0,23.0,96,0.3333333333333333,213
beijing,2025-09-05 11:00:00,189.1,190.0,99.1,116.8,3.52,1.0,22.8,97,0.3611111111111111,239
beijing,2025-09-05 12:00:00,182.1,182.5,92.2,104.4,3.812,0.0,22.4,97,0.3333333333333333,232
beijing,2025-09-05 13:00:00,179.7,180.7,85.3,100.5,3.64,0.0,21.5,95,0.05555555555555556,230
beijing,2025-09-05 14:00:00,169.5,170.4,75.3,94.8,3.197,0.0,21.3,96,1.1666666666666667,220
beijing,2025-09-05 15:00:00,141.1,142.5,65.2,88.2,2.789,0.0,20.9,96,1.6666666666666665,187
beijing,2025-09-05 16:00:00,115.3,116.9,55.1,80.5,2.564,0.0,20.4,97,0.9722222222222222,150
beijing,2025-09-05 17:00:00,92.2,94.1,44.8,71.9,2.374,0.0,19.6,98,0.5277777777777778,122
beijing,2025-09-05 18:00:00,73.8,75.9,36.5,63.7,2.086,0.0,19.2,96,1.0833333333333333,98
beijing,2025-09-05 19:00:00,59.4,61.9,30.8,55.8,1.53,0.0,18.9,93,1.1388888888888888,80
beijing,2025-09-05 20:00:00,48.8,51.5,27.0,48.3,0.876,0.0,17.9,90,1.25,67
beijing,2025-09-05 21:00:00,42.0,45.2,25.3,42.4,0.5,1.0,17.5,88,1.3888888888888888,59
beijing,2025-09-05 22:00:00,39.0,43.3,26.2,38.5,0.671,1.0,17.8,87,1.7222222222222223,55
beijing,2025-09-05 23:00:00,46.0,51.3,29.2,36.3,1.12,1.0,19.1,80,2.0833333333333335,64
beijing,2025-09-06 00:00:00,51.1,53.0,32.3,29.7,1.416,5.0,20.4,81,1.4166666666666665,70
beijing,2025-09-06 01:00:00,50.8,63.1,36.5,34.4,1.366,19.0,23.2,74,0.6666666666666666,70
beijing,2025-09-06 02:00:00,45.5,79.4,41.9,40.7,1.162,39.0,25.1,64,0.75,65
beijing,2025-09-06 03:00:00,43.9,114.6,43.5,43.0,0.949,59.0,26.8,55,0.41666666666666663,82
beijing,2025-09-06 04:00:00,36.8,140.6,37.4,36.0,0.743,81.0,28.1,49,0.7222222222222222,95
beijing,2025-09-06 05:00:00,34.0,134.1,27.5,25.0,0.527,103.0,29.1,43,1.5,92
beijing,2025-09-06 06:00:00,33.8,125.3,20.8,21.2,0.393,114.0,29.5,39,2.3333333333333335,88
beijing,2025-09-06 07:00:00,34.2,118.7,20.6,30.3,0.391,106.0,29.3,37,2.833333333333333,84
beijing,2025-09-06 08:00:00,35.9,110.6,23.5,46.4,0.471,87.0,29.0,40,2.5555555555555554,80
beijing,2025-09-06 09:00:00,46.0,104.5,26.9,63.3,0.575,66.0,28.0,50,2.388888888888889,79
beijing,2025-09-06 10:00:00,54.2,102.9,30.2,81.4,0.718,44.0,26.6,57,2.388888888888889,101
beijing,2025-09-06 11:00:00,59.0,101.5,33.9,100.1,0.885,20.0,25.1,63,2.2777777777777777,110
beijing,2025-09-06 12:00:00,69.4,105.5,42.5,111.8,0.969,0.0,24.2,66,2.4444444444444446,116
beijing,2025-09-06 13:00:00,66.1,100.6,41.8,109.4,0.896,0.0,23.9,66,2.305555555555556,115
beijing,2025-09-06 14:00:00,64.0,95.0,40.8,105.7,0.739,0.0,23.2,69,3.0277777777777777,113
beijing,2025-09-06 15:00:00,63.3,92.2,39.2,100.1,0.612,2.0,22.8,71,3.2777777777777777,110
beijing,2025-09-06 16:00:00,61.2,87.8,36.6,90.9,0.546,7.0,22.3,73,3.0277777777777777,105
beijing,2025-09-06 17:00:00,57.3,81.7,33.3,79.7,0.51,14.0,21.4,77,2.5555555555555554,100
beijing,2025-09-06 18:00:00,53.0,74.7,30.6,71.4,0.522,17.0,20.7,79,1.8055555555555556,89
beijing,2025-09-06 19:00:00,48.5,65.0,28.4,68.7,0.594,14.0,19.8,85,0.75,86
beijing,2025-09-06 20:00:00,46.2,59.4,26.7,68.8,0.714,7.0,19.3,87,0.16666666666666666,86
beijing,2025-09-06 21:00:00,47.7,59.4,26.5,67.7,0.867,3.0,19.1,86,0.7222222222222222,85
beijing,2025-09-06 22:00:00,49.6,59.5,29.1,63.3,1.124,1.0,19.1,84,1.4444444444444444,79
beijing,2025-09-06 23:00:00,61.0,68.0,33.1,57.8,1.414,2.0,19.4,84,1.4444444444444444,82
beijing,2025-09-07 00:00:00,72.9,75.4,36.9,46.1,1.511,8.0,20.3,83,0.888888888888889,97
beijing,2025-09-07 01:00:00,61.2,68.5,39.6,48.1,1.242,28.0,22.7,77,0.6388888888888888,83
beijing,2025-09-07 02:00:00,52.9,84.8,42.9,50.4,0.78,55.0,25.2,63,1.2222222222222223,72
beijing,2025-09-07 03:00:00,48.1,128.5,42.4,48.8,0.422,78.0,27.4,45,2.2222222222222223,89
beijing,2025-09-07 04:00:00,36.0,144.8,34.2,37.5,0.293,94.0,28.5,38,2.972222222222222,97
beijing,2025-09-07 05:00:00,31.9,137.8,22.2,22.4,0.267,105.0,29.3,25,3.416666666666667,94
beijing,2025-09-07 06:00:00,30.4,129.0,14.1,16.7,0.271,107.0,29.4,26,3.3888888888888884,90
beijing,2025-09-07 07:00:00,30.2,119.7,12.8,28.5,0.271,93.0,29.3,27,3.138888888888889,85
beijing,2025-09-07 08:00:00,31.1,110.4,15.4,49.7,0.299,70.0,29.0,28,2.5277777777777777,80
beijing,2025-09-07 09:00:00,47.8,106.9,20.6,69.9,0.378,48.0,28.4,31,2.2222222222222223,87
beijing,2025-09-07 10:00:00,75.9,126.2,30.0,87.3,0.497,29.0,27.0,36,2.3333333333333335,104
beijing,2025-09-07 11:00:00,105.2,157.4,42.1,103.6,0.666,12.0,26.1,38,2.305555555555556,138
beijing,2025-09-07 12:00:00,140.2,185.3,55.1,116.9,0.937,0.0,25.0,46,1.2222222222222223,186
beijing,2025-09-07 13:00:00,137.8,185.3,57.2,113.5,1.441,0.0,26.2,45,1.9444444444444444,183
beijing,2025-09-07 14:00:00,136.9,179.3,59.8,108.5,2.047,0.0,24.2,61,0.6111111111111112,181
beijing,2025-09-07 15:00:00,135.5,168.6,59.4,102.6,2.409,0.0,23.5,58,1.8055555555555556,179
beijing,2025-09-07 16:00:00,125.7,150.4,53.2,95.7,2.35,0.0,22.8,61,1.0833333333333333,165
beijing,2025-09-07 17:00:00,103.8,121.5,44.0,87.9,2.048,0.0,21.8,67,1.6388888888888888,136
beijing,2025-09-07 18:00:00,80.8,94.8,36.4,80.2,1.691,0.0,20.7,70,1.8888888888888888,107
beijing,2025-09-07 19:00:00,64.3,74.5,31.9,72.3,1.251,1.0,20.3,64,1.9166666666666667,90
beijing,2025-09-07 20:00:00,52.4,60.3,29.1,64.5,0.755,2.0,20.1,60,2.361111111111111,81
beijing,2025-09-07 21:00:00,43.8,49.6,27.9,58.2,0.476,3.0,18.9,62,2.5833333333333335,73
beijing,2025-09-07 22:00:00,39.6,43.8,28.7,54.0,0.621,4.0,18.0,65,2.5277777777777777,68
beijing,2025-09-07 23:00:00,46.0,49.1,31.1,51.4,0.982,5.0,18.2,64,2.3333333333333335,64
beijing,2025-09-08 00:00:00,58.1,58.9,33.6,43.2,1.209,10.0,19.3,64,2.1944444444444446,79
beijing,2025-09-08 01:00:00,55.2,58.2,40.4,46.4,1.13,23.0,22.2,53,1.4166666666666665,75
beijing,2025-09-08 02:00:00,47.1,53.7,49.5,50.8,0.917,42.0,24.5,42,1.3888888888888888,65
beijing,2025-09-08 03:00:00,42.0,53.4,54.8,53.4,0.733,58.0,26.5,35,0.8611111111111112,67
beijing,2025-09-08 04:00:00,36.1,49.5,52.6,51.3,0.631,70.0,28.4,30,0.8611111111111112,64
beijing,2025-09-08 05:00:00,34.5,48.7,46.6,47.4,0.558,80.0,29.8,27,1.6666666666666665,59
beijing,2025-09-08 06:00:00,35.4,50.9,41.8,47.6,0.52,84.0,30.3,29,2.6666666666666665,60
beijing,2025-09-08 07:00:00,35.6,52.7,39.3,54.6,0.516,81.0,30.2,33,2.861111111111111,68
beijing,2025-09-08 08:00:00,36.3,54.1,38.1,65.5,0.548,72.0,30.0,33,2.944444444444444,82
beijing,2025-09-08 09:00:00,45.4,61.9,39.4,78.0,0.626,59.0,29.5,37,2.5,98
beijing,2025-09-08 10:00:00,70.8,85.2,45.2,93.6,0.786,40.0,28.6,41,1.9444444444444444,107
beijing,2025-09-08 11:00:00,93.1,109.2,53.6,110.7,0.993,18.0,27.6,48,1.6388888888888888,123
beijing,2025-09-08 12:00:00,82.9,88.2,53.8,125.3,1.147,2.0,26.7,55,1.6944444444444442,123
beijing,2025-09-08 13:00:00,92.7,100.1,55.7,122.6,1.203,2.0,27.0,54,1.4444444444444444,122
beijing,2025-09-08 14:00:00,94.8,103.4,58.1,118.8,1.207,1.0,26.2,58,1.4166666666666665,125
beijing,2025-09-08 15:00:00,95.9,105.2,58.8,114.7,1.199,1.0,25.3,64,1.6388888888888888,126
beijing,2025-09-08 16:00:00,92.7,102.4,56.2,110.8,1.188,2.0,24.6,67,1.4166666666666665,122
beijing,2025-09-08 17:00:00,85.9,95.9,51.8,106.6,1.164,4.0,22.6,76,2.138888888888889,114
beijing,2025-09-08 18:00:00,84.3,93.4,47.9,102.4,1.139,5.0,22.0,78,2.1666666666666665,112
beijing,2025-09-08 19:00:00,85.2,92.9,44.6,98.0,1.098,4.0,21.6,78,0.7222222222222222,113
beijing,2025-09-08 20:00:00,87.1,93.6,41.9,93.5,1.056,2.0,21.2,81,0.75,115
beijing,2025-09-08 21:00:00,89.9,95.7,41.9,89.2,1.066,1.0,20.8,84,0.6388888888888888,119
beijing,2025-09-08 22:00:00,95.9,101.3,46.1,84.5,1.191,1.0,20.3,88,1.027777777777778,126
beijing,2025-09-08 23:00:00,109.9,114.8,53.1,80.0,1.369,3.0,20.1,90,1.6666666666666665,144
beijing,2025-09-09 00:00:00,92.2,95.7,57.4,58.4,1.468,8.0,20.7,86,1.9166666666666667,122
beijing,2025-09-09 01:00:00,76.6,81.7,67.2,65.1,1.417,23.0,23.7,76,1.25,102
beijing,2025-09-09 02:00:00,74.3,79.4,80.4,74.0,1.287,45.0,25.4,69,1.1944444444444444,99
