city,timestamp,PM25,PM10,SO2,NO2,CO,O3,temperature,humidity,wind_speed,AQI
beijing,2026-02-21 05:00:00,112.0,181.1,106.4,69.7,2.156,26.0,16.1,21,1.4166666666666665,146
beijing,2026-02-21 06:00:00,100.8,171.4,96.0,72.8,1.703,34.0,17.2,20,1.7222222222222223,132
beijing,2026-02-21 07:00:00,76.6,138.8,69.2,58.0,1.192,54.0,18.3,20,1.25,102
beijing,2026-02-21 08:00:00,39.8,79.2,35.0,33.7,0.692,79.0,19.7,13,2.5277777777777777,65
beijing,2026-02-21 09:00:00,37.4,92.9,10.5,15.7,0.342,94.0,18.9,4,6.25,71
beijing,2026-02-21 10:00:00,45.1,112.9,4.8,11.5,0.239,91.0,16.9,7,5.5,81
beijing,2026-02-21 11:00:00,34.7,83.1,8.9,13.5,0.286,79.0,12.8,17,5.944444444444444,67
beijing,2026-02-21 12:00:00,21.3,37.5,17.1,22.5,0.336,62.0,12.6,16,6.166666666666666,38
beijing,2026-02-21 13:00:00,9.2,11.4,14.9,18.9,0.345,64.0,10.9,16,7.638888888888888,24
beijing,2026-02-21 14:00:00,9.6,12.4,11.9,14.0,0.356,67.0,8.7,18,6.111111111111111,21
beijing,2026-02-21 15:00:00,10.1,13.7,9.4,10.0,0.354,69.0,6.3,21,6.083333333333333,22
beijing,2026-02-21 16:00:00,8.0,11.3,8.0,8.0,0.324,70.0,4.6,23,5.861111111111112,22
beijing,2026-02-21 17:00:00,7.0,9.7,7.3,6.9,0.281,70.0,3.6,24,4.944444444444445,22
beijing,2026-02-21 18:00:00,6.4,8.3,6.9,6.3,0.25,70.0,3.3,25,5.166666666666667,22
beijing,2026-02-21 19:00:00,6.3,7.6,6.4,5.2,0.22,71.0,2.6,25,5.472222222222222,22
beijing,2026-02-21 20:00:00,6.4,7.7,6.4,4.6,0.202,73.0,1.7,25,5.444444444444445,23
beijing,2026-02-21 21:00:00,7.1,8.9,8.1,6.6,0.257,72.0,1.3,25,4.861111111111111,22
beijing,2026-02-21 22:00:00,9.3,12.0,13.9,14.7,0.475,65.0,1.0,26,3.7777777777777777,20
beijing,2026-02-21 23:00:00,18.0,21.3,21.5,25.4,0.766,56.0,0.9,26,4.555555555555555,32
beijing,2026-02-22 00:00:00,24.0,30.2,19.6,23.8,0.923,59.0,0.5,30,2.25,34
beijing,2026-02-22 01:00:00,22.0,29.6,16.8,18.9,0.814,67.0,1.1,28,1.3888888888888888,31
beijing,2026-02-22 02:00:00,16.8,24.1,12.8,12.0,0.571,78.0,2.6,25,1.25,24
beijing,2026-02-22 03:00:00,12.4,17.9,9.7,6.9,0.376,87.0,4.9,19,5.111111111111111,27
beijing,2026-02-22 04:00:00,9.9,14.5,8.1,4.9,0.3,91.0,5.6,15,5.583333333333334,28
beijing,2026-02-22 05:00:00,9.1,13.5,7.2,4.7,0.273,93.0,6.0,10,5.777777777777778,29
beijing,2026-02-22 06:00:00,8.1,11.5,6.8,5.2,0.265,93.0,5.7,10,5.833333333333333,29
beijing,2026-02-22 07:00:00,7.7,10.4,5.9,5.3,0.266,93.0,5.7,9,5.611111111111111,29
beijing,2026-02-22 08:00:00,8.1,11.1,5.4,6.2,0.285,92.0,5.6,8,5.277777777777778,29
beijing,2026-02-22 09:00:00,9.8,14.0,7.7,10.7,0.325,86.0,4.8,8,4.333333333333333,27
beijing,2026-02-22 10:00:00,16.8,23.1,14.8,21.6,0.374,72.0,3.7,9,3.611111111111111,27
beijing,2026-02-22 11:00:00,27.1,38.4,24.7,36.0,0.442,55.0,3.1,9,4.111111111111112,45
beijing,2026-02-22 12:00:00,78.0,89.4,57.8,81.4,0.563,5.0,1.7,10,3.3888888888888884,104
beijing,2026-02-22 13:00:00,99.0,109.9,65.6,81.8,0.814,4.0,1.4,10,3.1111111111111107,130
beijing,2026-02-22 14:00:00,109.4,121.1,76.0,82.3,1.118,1.0,0.9,10,3.138888888888889,143
beijing,2026-02-22 15:00:00,113.4,124.8,80.5,82.2,1.273,0.0,0.4,11,3.638888888888889,148
beijing,2026-02-22 16:00:00,111.1,122.9,73.2,80.9,1.139,0.0,-0.2,12,3.944444444444444,145
beijing,2026-02-22 17:00:00,100.1,111.3,60.1,79.0,0.856,0.0,-0.6,13,1.3055555555555556,131
beijing,2026-02-22 18:00:00,87.5,98.3,50.5,77.3,0.641,0.0,-1.2,18,1.8333333333333333,116
beijing,2026-02-22 19:00:00,76.4,88.2,47.7,76.2,0.531,0.0,-1.7,19,1.4166666666666665,102
beijing,2026-02-22 20:00:00,73.8,89.6,48.5,75.4,0.488,0.0,-2.4,24,2.1944444444444446,98
beijing,2026-02-22 21:00:00,79.6,95.9,52.9,74.1,0.623,0.0,-2.8,25,2.25,106
beijing,2026-02-22 22:00:00,76.8,90.8,64.9,72.9,1.138,0.0,-2.7,24,1.972222222222222,102
beijing,2026-02-22 23:00:00,93.4,106.4,80.4,71.2,1.83,0.0,-2.3,23,2.25,123
beijing,2026-02-23 00:00:00,140.6,152.7,98.7,59.1,2.196,3.0,-1.7,24,2.5833333333333335,187
beijing,2026-02-23 01:00:00,114.8,129.5,86.1,53.7,1.919,15.0,-0.4,20,1.8055555555555556,150
beijing,2026-02-23 02:00:00,79.9,102.4,68.4,46.0,1.315,32.0,1.1,16,1.777777777777778,106
beijing,2026-02-23 03:00:00,54.5,82.4,53.5,39.2,0.835,46.0,2.5,13,2.3333333333333335,74
beijing,2026-02-23 04:00:00,45.2,71.5,44.0,33.4,0.656,56.0,3.6,13,2.694444444444444,63
beijing,2026-02-23 05:00:00,40.5,64.0,37.1,28.4,0.601,64.0,4.4,14,2.75,57
beijing,2026-02-23 06:00:00,37.7,58.6,32.6,26.5,0.583,68.0,5.0,16,2.694444444444444,54
beijing,2026-02-23 07:00:00,36.3,55.2,28.7,28.6,0.559,67.0,5.3,17,2.2222222222222223,53
beijing,2026-02-23 08:00:00,36.7,54.1,27.1,33.8,0.572,61.0,5.7,18,2.111111111111111,52
beijing,2026-02-23 09:00:00,40.7,56.6,32.5,42.0,0.667,52.0,5.7,21,2.0,57
beijing,2026-02-23 10:00:00,86.8,99.9,51.5,55.8,0.907,35.0,4.8,27,0.5833333333333334,115
beijing,2026-02-23 11:00:00,132.2,146.2,77.5,72.5,1.23,15.0,4.6,25,0.7777777777777777,175
beijing,2026-02-23 12:00:00,138.8,149.0,105.4,83.5,1.486,0.0,3.3,25,0.9722222222222222,184
beijing,2026-02-23 13:00:00,136.0,146.2,105.2,82.4,1.642,0.0,3.0,27,2.5,180
beijing,2026-02-23 14:00:00,130.9,142.0,104.7,80.9,1.733,0.0,1.8,35,1.5555555555555554,173
beijing,2026-02-23 15:00:00,134.6,146.2,102.2,79.3,1.713,0.0,1.3,38,1.25,178
beijing,2026-02-23 16:00:00,128.5,140.2,96.1,77.9,1.502,0.0,0.5,41,1.5555555555555554,169
beijing,2026-02-23 17:00:00,121.1,133.6,88.0,76.4,1.182,0.0,-0.6,43,1.7222222222222223,159
beijing,2026-02-23 18:00:00,118.3,132.2,81.5,75.0,0.949,0.0,-1.5,42,1.6388888888888888,155
beijing,2026-02-23 19:00:00,115.9,130.9,76.8,73.7,0.835,0.0,-1.9,41,1.8611111111111112,151
beijing,2026-02-23 20:00:00,113.9,128.5,73.6,72.4,0.809,0.0,-1.9,40,1.5555555555555554,149
beijing,2026-02-23 21:00:00,110.1,123.9,74.5,70.9,0.975,0.0,-1.8,38,1.3055555555555556,144
beijing,2026-02-23 22:00:00,110.1,122.9,84.3,69.8,1.557,0.0,-1.8,37,1.1944444444444444,144
beijing,2026-02-23 23:00:00,128.1,140.6,98.2,68.4,2.331,0.0,-1.9,37,1.3611111111111112,169
beijing,2026-02-24 00:00:00,122.0,124.8,100.6,32.8,2.726,2.0,-2.1,45,1.75,160
beijing,2026-02-24 01:00:00,97.8,101.0,87.4,32.5,2.374,15.0,-0.4,39,1.25,128
beijing,2026-02-24 02:00:00,52.6,59.4,69.3,32.1,1.644,34.0,1.6,32,1.0833333333333333,72
beijing,2026-02-24 03:00:00,40.0,49.2,55.7,31.8,1.068,49.0,3.0,32,1.0,56
beijing,2026-02-24 04:00:00,36.0,46.3,51.1,30.8,0.868,58.0,4.3,32,0.7777777777777777,51
beijing,2026-02-24 05:00:00,36.9,48.3,50.9,29.8,0.822,63.0,5.5,30,0.75,52
beijing,2026-02-24 06:00:00,39.9,52.4,51.6,31.2,0.8,65.0,6.2,30,1.027777777777778,56
beijing,2026-02-24 07:00:00,43.0,56.3,47.4,35.7,0.647,63.0,7.2,30,1.3055555555555556,60
beijing,2026-02-24 08:00:00,47.1,61.2,44.0,42.6,0.517,58.0,7.5,31,1.6388888888888888,65
beijing,2026-02-24 09:00:00,53.9,68.7,54.5,51.8,0.746,49.0,7.2,34,1.972222222222222,74
beijing,2026-02-24 10:00:00,97.1,111.5,95.1,66.2,1.704,33.0,6.4,37,1.3055555555555556,128
beijing,2026-02-24 11:00:00,168.6,184.9,149.6,83.0,3.021,14.0,5.4,41,0.9166666666666666,219
beijing,2026-02-24 12:00:00,207.7,226.8,166.2,91.6,3.918,0.0,4.3,48,1.3055555555555556,258
beijing,2026-02-24 13:00:00,192.3,212.8,155.5,89.7,4.062,0.0,4.7,48,1.25,242
beijing,2026-02-24 14:00:00,172.8,191.4,140.0,86.9,3.786,0.0,4.0,51,1.1666666666666667,223
beijing,2026-02-24 15:00:00,155.1,170.9,123.1,83.6,3.317,0.0,3.7,54,1.6388888888888888,205
beijing,2026-02-24 16:00:00,125.3,139.2,103.8,79.5,2.572,0.0,3.0,64,1.8055555555555556,165
beijing,2026-02-24 17:00:00,108.3,122.0,83.0,74.8,1.634,0.0,2.5,74,1.0555555555555556,142
beijing,2026-02-24 18:00:00,100.6,114.6,67.3,70.5,0.972,0.0,2.1,78,1.3055555555555556,132
beijing,2026-02-24 19:00:00,115.7,151.8,58.7,67.1,0.776,0.0,2.0,81,1.3055555555555556,151
beijing,2026-02-24 20:00:00,103.4,126.2,55.2,64.1,0.858,0.0,1.9,83,1.1388888888888888,136
beijing,2026-02-24 21:00:00,102.7,124.3,56.7,61.5,1.119,0.0,1.5,85,1.4444444444444444,135
beijing,2026-02-24 22:00:00,101.5,121.1,66.8,59.0,1.671,0.0,1.3,87,1.2777777777777777,133
beijing,2026-02-24 23:00:00,120.1,139.7,82.1,56.8,2.404,1.0,1.5,86,1.0833333333333333,157
beijing,2026-02-25 00:00:00,140.2,160.7,80.0,51.0,2.888,1.0,1.7,87,0.8055555555555555,186
beijing,2026-02-25 01:00:00,117.8,142.5,76.1,51.8,2.892,4.0,2.3,84,0.8611111111111112,154
beijing,2026-02-25 02:00:00,105.2,130.4,70.6,52.8,2.647,8.0,3.4,79,0.5833333333333334,138
beijing,2026-02-25 03:00:00,98.7,127.6,64.8,52.5,2.419,13.0,4.4,75,0.5,130
beijing,2026-02-25 04:00:00,114.6,149.0,58.8,49.0,2.289,21.0,5.0,73,0.41666666666666663,150
beijing,2026-02-25 05:00:00,77.5,97.8,52.7,44.2,2.176,31.0,5.7,70,0.5277777777777778,103
beijing,2026-02-25 06:00:00,92.4,114.8,47.9,41.8,2.103,37.0,5.9,71,0.6944444444444444,122
beijing,2026-02-25 07:00:00,60.8,74.0,42.5,43.2,2.03,39.0,6.4,69,0.9166666666666666,82
beijing,2026-02-25 08:00:00,56.8,68.2,38.5,47.0,1.997,38.0,6.6,68,0.9166666666666666,77
beijing,2026-02-25 09:00:00,60.1,70.5,43.2,52.6,2.153,34.0,6.7,68,1.027777777777778,81
beijing,2026-02-25 10:00:00,120.1,127.6,65.5,61.6,2.731,24.0,6.4,69,1.5555555555555554,157
beijing,2026-02-25 11:00:00,152.7,160.7,96.6,72.5,3.497,10.0,5.6,74,1.611111111111111,203
beijing,2026-02-25 12:00:00,253.3,261.7,182.2,69.8,3.899,0.0,4.2,85,0.6666666666666666,307
beijing,2026-02-25 13:00:00,208.6,215.1,164.6,69.4,3.609,0.0,5.2,79,1.4166666666666665,259
beijing,2026-02-25 14:00:00,192.8,198.8,139.7,68.8,2.954,0.0,5.1,79,1.8611111111111112,243
beijing,2026-02-25 15:00:00,168.1,173.2,116.6,67.7,2.363,0.0,4.9,79,1.8333333333333333,218
beijing,2026-02-25 16:00:00,141.1,145.8,97.8,65.9,1.974,0.0,4.6,81,2.111111111111111,187
beijing,2026-02-25 17:00:00,118.0,122.5,80.8,63.7,1.648,0.0,4.3,83,2.0,154
beijing,2026-02-25 18:00:00,90.6,93.6,67.8,61.5,1.399,0.0,4.3,84,1.8055555555555556,120
beijing,2026-02-25 19:00:00,74.3,76.4,59.3,59.6,1.209,0.0,4.3,84,2.055555555555556,99
beijing,2026-02-25 20:00:00,66.1,67.5,54.7,57.7,1.095,0.0,4.0,85,2.0833333333333335,89
beijing,2026-02-25 21:00:00,59.0,59.6,54.1,55.8,1.127,0.0,3.7,86,2.1944444444444446,80
beijing,2026-02-25 22:00:00,58.1,58.9,61.7,54.7,1.467,0.0,3.4,86,2.1944444444444446,79
beijing,2026-02-25 23:00:00,74.0,76.6,73.4,53.4,1.952,0.0,3.4,85,2.055555555555556,99
beijing,2026-02-26 00:00:00,95.0,100.8,81.2,43.1,2.162,2.0,3.8,83,1.9444444444444444,125
beijing,2026-02-26 01:00:00,99.2,112.5,64.2,36.1,1.822,19.0,5.2,74,1.8055555555555556,130
beijing,2026-02-26 02:00:00,58.8,171.4,40.7,26.3,1.206,42.0,6.7,47,2.305555555555556,111
beijing,2026-02-26 03:00:00,38.9,174.2,23.3,18.9,0.719,60.0,8.0,34,2.1666666666666665,112
beijing,2026-02-26 04:00:00,35.2,131.8,17.9,15.4,0.522,69.0,9.2,39,2.361111111111111,91
beijing,2026-02-26 05:00:00,33.9,100.8,18.6,14.3,0.453,72.0,10.3,36,2.75,75
beijing,2026-02-26 06:00:00,34.7,77.1,20.4,15.2,0.43,72.0,10.3,38,2.694444444444444,64
beijing,2026-02-26 07:00:00,35.0,58.6,21.8,18.6,0.442,67.0,10.1,40,3.0277777777777777,54
beijing,2026-02-26 08:00:00,36.2,48.5,24.3,24.2,0.499,59.0,9.5,44,3.0555555555555554,52
beijing,2026-02-26 09:00:00,40.2,48.3,27.5,30.5,0.548,50.0,8.1,55,3.75,56
beijing,2026-02-26 10:00:00,45.6,55.4,31.7,37.9,0.569,41.0,6.1,58,3.9722222222222223,63
beijing,2026-02-26 11:00:00,51.1,68.5,36.6,46.1,0.581,31.0,5.0,55,3.2499999999999996,70
beijing,2026-02-26 12:00:00,84.3,116.6,41.7,53.9,0.591,22.0,4.2,59,2.5,112
beijing,2026-02-26 13:00:00,92.0,135.5,43.6,56.0,0.601,19.0,3.9,59,2.3333333333333335,121
beijing,2026-02-26 14:00:00,101.7,164.8,46.0,58.8,0.609,16.0,3.3,59,2.1666666666666665,133
beijing,2026-02-26 15:00:00,100.6,154.1,47.1,59.8,0.611,14.0,2.8,60,1.472222222222222,132
beijing,2026-02-26 16:00:00,98.0,156.0,45.4,57.5,0.6,15.0,2.0,68,0.9722222222222222,129
beijing,2026-02-26 17:00:00,93.6,154.6,42.2,53.6,0.584,17.0,1.3,73,0.6666666666666666,123
beijing,2026-02-26 18:00:00,92.0,152.7,39.9,50.3,0.576,18.0,1.0,78,0.38888888888888884,121
beijing,2026-02-26 19:00:00,90.6,150.4,38.9,48.5,0.576,18.0,1.0,78,0.16666666666666666,120
beijing,2026-02-26 20:00:00,88.7,148.1,38.8,47.4,0.586,18.0,1.0,77,0.11111111111111112,117
beijing,2026-02-26 21:00:00,85.0,144.8,40.0,47.1,0.624,18.0,1.0,75,0.3611111111111111,112
beijing,2026-02-26 22:00:00,82.9,143.4,43.8,48.7,0.723,16.0,0.9,75,0.5277777777777778,110
beijing,2026-02-26 23:00:00,87.3,148.5,49.0,51.1,0.851,13.0,0.8,76,0.8611111111111112,115
beijing,2026-02-27 00:00:00,92.2,159.3,53.3,48.4,0.931,15.0,0.8,75,0.5833333333333334,122
beijing,2026-02-27 01:00:00,88.2,156.9,53.0,43.4,0.918,23.0,1.2,72,0.8055555555555555,116
beijing,2026-02-27 02:00:00,83.8,152.3,52.6,36.6,0.857,33.0,1.5,71,1.1388888888888888,111
beijing,2026-02-27 03:00:00,78.9,144.4,52.7,31.7,0.808,42.0,2.3,65,1.5,105
beijing,2026-02-27 04:00:00,73.1,130.4,53.5,29.8,0.78,48.0,3.0,60,1.1666666666666667,98
beijing,2026-02-27 05:00:00,66.4,114.1,54.8,29.9,0.763,52.0,4.4,55,0.38888888888888884,89
beijing,2026-02-27 06:00:00,62.2,102.7,56.6,32.7,0.793,53.0,4.0,58,1.0,84
beijing,2026-02-27 07:00:00,63.6,101.5,57.6,39.4,0.861,49.0,4.7,57,1.5,86
beijing,2026-02-27 08:00:00,66.4,102.7,59.1,48.9,0.975,41.0,5.2,56,1.2777777777777777,89
beijing,2026-02-27 09:00:00,69.8,105.7,65.1,58.0,1.191,32.0,5.6,56,1.3055555555555556,94
beijing,2026-02-27 10:00:00,88.2,124.3,78.5,66.6,1.563,21.0,5.4,57,1.1388888888888888,116
beijing,2026-02-27 11:00:00,120.1,155.5,96.5,75.0,2.036,9.0,5.1,60,0.6666666666666666,157
beijing,2026-02-27 12:00:00,179.7,220.7,129.2,74.5,2.503,0.0,3.4,74,0.2777777777777778,230
beijing,2026-02-27 13:00:00,222.6,262.6,160.3,74.0,3.059,0.0,3.5,75,0.11111111111111112,273
beijing,2026-02-27 14:00:00,258.0,297.1,201.7,73.4,3.607,0.0,3.1,77,0.4722222222222222,316
beijing,2026-02-27 15:00:00,259.8,298.0,221.6,72.7,3.756,0.0,2.8,77,0.6944444444444444,320
beijing,2026-02-27 16:00:00,221.2,257.0,200.2,72.1,3.18,0.0,2.6,75,1.0833333333333333,271
beijing,2026-02-27 17:00:00,189.1,221.2,157.3,71.4,2.204,0.0,2.5,74,1.3611111111111112,239
beijing,2026-02-27 18:00:00,168.6,197.9,120.5,70.7,1.405,0.0,2.4,74,1.5833333333333333,219
beijing,2026-02-27 19:00:00,153.7,186.3,99.9,70.2,0.993,0.0,2.2,75,1.5,204
beijing,2026-02-27 20:00:00,138.3,170.9,85.3,69.6,0.757,0.0,1.6,78,1.8611111111111112,183
beijing,2026-02-27 21:00:00,125.3,163.4,73.8,68.6,0.643,0.0,0.8,82,1.1944444444444444,165
beijing,2026-02-27 22:00:00,106.9,148.1,64.7,67.1,0.689,0.0,0.5,85,0.8333333333333333,140
beijing,2026-02-27 23:00:00,99.7,143.0,58.7,65.2,0.856,1.0,0.5,77,0.9166666666666666,131
beijing,2026-02-28 00:00:00,95.5,146.7,49.9,61.5,0.976,3.0,0.5,72,1.4166666666666665,126
beijing,2026-02-28 01:00:00,92.0,145.8,49.5,56.7,0.977,8.0,0.5,63,1.3333333333333333,121
beijing,2026-02-28 02:00:00,89.6,145.8,48.9,50.0,0.932,15.0,0.6,59,0.7777777777777777,118
beijing,2026-02-28 03:00:00,86.6,144.4,48.5,44.8,0.885,21.0,0.7,57,0.5,114
beijing,2026-02-28 04:00:00,85.0,143.9,48.3,42.5,0.849,25.0,1.4,53,0.3611111111111111,112
beijing,2026-02-28 05:00:00,81.0,140.2,48.3,41.7,0.811,28.0,1.6,52,0.41666666666666663,108
beijing,2026-02-28 06:00:00,78.9,138.3,48.1,41.7,0.784,30.0,1.1,58,0.7222222222222222,105
beijing,2026-02-28 07:00:00,76.1,135.5,45.1,41.6,0.763,32.0,1.4,57,0.8055555555555555,101
beijing,2026-02-28 08:00:00,74.7,135.0,42.0,42.2,0.752,33.0,1.6,57,0.6944444444444444,100
beijing,2026-02-28 09:00:00,75.7,137.4,46.5,45.3,0.778,31.0,1.6,57,0.5,101
beijing,2026-02-28 10:00:00,88.7,151.8,61.6,53.4,0.771,22.0,1.6,57,0.7777777777777777,117
beijing,2026-02-28 11:00:00,152.3,216.5,84.3,64.1,0.801,9.0,1.5,57,0.7222222222222222,202
beijing,2026-02-28 12:00:00,110.8,174.2,73.1,61.5,1.104,0.0,1.3,57,0.6111111111111112,145
beijing,2026-02-28 13:00:00,113.2,176.5,73.2,61.7,1.965,0.0,1.2,58,0.41666666666666663,148
beijing,2026-02-28 14:00:00,109.2,172.8,73.2,62.1,3.099,0.0,0.9,62,0.6666666666666666,143
beijing,2026-02-28 15:00:00,108.5,172.8,72.6,62.3,3.882,0.0,0.7,65,1.1111111111111112,142
beijing,2026-02-28 16:00:00,107.3,172.3,69.5,62.3,3.992,0.0,0.4,68,1.1111111111111112,140
beijing,2026-02-28 17:00:00,107.6,172.8,65.9,62.2,3.751,0.0,-0.2,70,1.0833333333333333,141
beijing,2026-02-28 18:00:00,110.4,177.0,66.9,62.0,3.498,0.0,-0.3,78,0.6388888888888888,144
beijing,2026-02-28 19:00:00,116.6,184.4,76.8,61.6,3.305,0.0,-0.1,72,0.888888888888889,152
beijing,2026-02-28 20:00:00,137.4,205.8,91.3,61.1,3.101,0.0,-0.1,74,0.9444444444444444,182
beijing,2026-02-28 21:00:00,156.0,224.9,102.8,60.8,3.013,0.0,-0.3,76,0.41666666666666663,206
beijing,2026-02-28 22:00:00,154.6,223.5,109.8,61.7,3.231,0.0,-0.5,78,0.888888888888889,205
beijing,2026-02-28 23:00:00,182.1,250.5,113.8,62.7,3.564,0.0,-0.3,76,0.6388888888888888,232
beijing,2026-03-01 00:00:00,135.0,201.6,94.8,58.4,3.57,3.0,-0.1,77,0.6111111111111112,179
beijing,2026-03-01 01:00:00,110.4,170.4,84.4,52.1,2.909,13.0,1.1,69,0.41666666666666663,144
beijing,2026-03-01 02:00:00,94.1,152.3,70.0,43.4,1.921,27.0,2.0,62,0.08333333333333333,124
beijing,2026-03-01 03:00:00,84.3,140.2,59.2,37.3,1.177,38.0,3.1,55,0.3611111111111111,112
beijing,2026-03-01 04:00:00,78.9,131.8,55.2,35.2,0.948,45.0,3.7,53,0.8055555555555555,105
beijing,2026-03-01 05:00:00,75.2,123.4,54.6,35.7,0.964,48.0,4.3,52,0.9444444444444444,100
beijing,2026-03-01 06:00:00,73.1,117.3,55.3,38.9,0.986,48.0,4.0,56,0.8611111111111112,98
beijing,2026-03-01 07:00:00,72.6,112.9,53.6,46.4,0.92,41.0,4.3,55,0.6666666666666666,97
beijing,2026-03-01 08:00:00,74.3,111.3,53.1,56.6,0.861,30.0,4.4,55,0.4722222222222222,99
beijing,2026-03-01 09:00:00,79.2,113.4,62.0,65.6,0.852,20.0,4.4,55,0.4722222222222222,105
beijing,2026-03-01 10:00:00,101.3,133.6,89.4,72.2,0.935,12.0,4.3,57,0.6388888888888888,133
beijing,2026-03-01 11:00:00,152.3,184.9,126.3,77.6,1.068,5.0,4.2,62,0.7777777777777777,202
beijing,2026-03-01 12:00:00,126.2,156.0,81.9,70.6,1.175,0.0,4.3,61,0.16666666666666666,166
beijing,2026-03-01 13:00:00,150.4,182.1,90.8,69.6,1.218,0.0,4.2,61,0.41666666666666663,200
beijing,2026-03-01 14:00:00,160.2,190.5,102.7,68.3,1.233,0.0,4.0,66,0.6666666666666666,210
beijing,2026-03-01 15:00:00,164.4,195.1,109.9,67.3,1.257,0.0,3.8,70,0.6388888888888888,214
beijing,2026-03-01 16:00:00,162.5,193.2,107.4,66.9,1.315,0.0,3.4,73,1.2222222222222223,212
beijing,2026-03-01 17:00:00,156.9,188.6,100.2,66.9,1.382,0.0,2.7,74,1.8888888888888888,207
beijing,2026-03-01 18:00:00,151.8,184.4,94.5,66.9,1.41,0.0,1.7,83,1.5555555555555554,202
beijing,2026-03-01 19:00:00,147.1,180.2,91.4,67.0,1.344,0.0,1.2,89,1.3888888888888888,196
beijing,2026-03-01 20:00:00,145.3,179.3,90.0,67.3,1.239,0.0,0.9,93,0.9722222222222222,193
beijing,2026-03-01 21:00:00,146.7,181.6,93.8,67.4,1.222,0.0,0.8,94,1.25,195
beijing,2026-03-01 22:00:00,156.5,191.9,108.7,67.9,1.386,0.0,0.7,95,0.9444444444444444,206
beijing,2026-03-01 23:00:00,182.5,218.4,128.9,68.2,1.636,0.0,0.5,97,0.5277777777777778,232
beijing,2026-03-02 00:00:00,214.7,246.8,122.5,63.4,1.815,1.0,0.6,96,0.8611111111111112,265
beijing,2026-03-02 01:00:00,186.7,219.8,129.9,62.4,1.872,4.0,0.9,95,0.25,237
beijing,2026-03-02 02:00:00,183.5,216.5,139.2,60.9,1.857,9.0,1.3,93,0.3055555555555556,234
beijing,2026-03-02 03:00:00,145.3,177.4,139.3,58.7,1.76,14.0,2.6,82,0.4722222222222222,193
beijing,2026-03-02 04:00:00,101.7,128.1,121.5,54.7,1.523,20.0,4.2,70,0.6666666666666666,133
beijing,2026-03-02 05:00:00,83.8,105.5,94.6,50.0,1.204,26.0,4.7,68,1.1944444444444444,111
beijing,2026-03-02 06:00:00,74.3,93.8,74.1,48.3,0.972,29.0,4.1,70,1.472222222222222,99
beijing,2026-03-02 07:00:00,69.8,88.5,65.6,51.8,0.898,29.0,4.4,69,1.6944444444444442,94
beijing,2026-03-02 08:00:00,70.8,89.6,63.5,58.3,0.91,25.0,4.5,68,1.6666666666666665,95
beijing,2026-03-02 09:00:00,74.3,92.9,66.5,64.9,0.958,21.0,4.4,67,1.6666666666666665,99
beijing,2026-03-02 10:00:00,85.9,104.5,77.8,71.2,1.06,14.0,4.2,68,1.1111111111111112,114
beijing,2026-03-02 11:00:00,129.0,148.5,94.3,77.6,1.198,6.0,4.1,71,1.5,170
beijing,2026-03-02 12:00:00,119.7,139.2,76.3,73.7,1.271,0.0,3.9,75,1.8611111111111112,157
beijing,2026-03-02 13:00:00,123.4,143.0,74.6,72.8,1.216,1.0,3.8,74,2.5,162
beijing,2026-03-02 14:00:00,125.7,145.8,72.1,71.5,1.095,2.0,3.2,79,2.5277777777777777,165
beijing,2026-03-02 15:00:00,123.4,144.8,68.9,69.9,0.992,3.0,2.8,83,2.5555555555555554,162
beijing,2026-03-02 16:00:00,118.7,139.2,64.2,67.7,0.931,4.0,2.5,85,2.7222222222222223,155
beijing,2026-03-02 17:00:00,119.2,139.7,58.8,65.1,0.887,5.0,2.1,86,2.6666666666666665,156
beijing,2026-03-02 18:00:00,119.2,139.7,55.6,62.9,0.87,5.0,1.9,86,1.8333333333333333,156
beijing,2026-03-02 19:00:00,124.3,146.2,55.1,61.3,0.841,4.0,1.7,87,1.972222222222222,163
beijing,2026-03-02 20:00:00,128.5,150.4,56.8,60.1,0.84,4.0,1.6,88,1.6944444444444442,169
beijing,2026-03-02 21:00:00,136.9,159.3,61.6,58.7,0.992,3.0,1.4,88,1.6388888888888888,181
beijing,2026-03-02 22:00:00,148.1,171.4,73.3,57.3,1.485,2.0,1.2,89,2.0,197
beijing,2026-03-02 23:00:00,171.8,194.6,88.0,55.9,2.132,1.0,1.2,90,1.25,222
beijing,2026-03-03 00:00:00,192.8,247.7,86.6,53.1,2.497,7.0,1.4,89,1.1388888888888888,243
beijing,2026-03-03 01:00:00,159.3,200.7,83.5,50.9,2.342,15.0,2.4,83,0.3611111111111111,209
beijing,2026-03-03 02:00:00,127.6,161.6,78.4,47.5,1.905,26.0,4.2,75,0.41666666666666663,168
beijing,2026-03-03 03:00:00,96.2,149.5,69.0,41.9,1.46,40.0,6.0,67,0.38888888888888884,126
beijing,2026-03-03 04:00:00,63.3,158.3,51.2,32.0,1.052,59.0,8.0,55,0.4722222222222222,104
beijing,2026-03-03 05:00:00,41.6,153.7,29.1,20.0,0.637,80.0,10.1,28,1.5277777777777777,102
beijing,2026-03-03 06:00:00,31.2,134.1,13.0,11.7,0.356,95.0,11.0,15,2.7777777777777777,92
beijing,2026-03-03 07:00:00,25.8,111.8,6.6,7.5,0.244,102.0,10.9,16,3.5,81
